DeclarationNumber,DeclarantIdentification,PointOfClearance,ErrorCode,ErrorDescription,ErrorPointer,RejectionTimestamp
DK230918876,DK7249213370,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2023-09-17 09:18:57
DK230962263,DK1083651970,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2023-09-17 12:49:11
DK230973695,DK3376077463,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2023-09-17 20:52:14
DK230954623,DK4361393222,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-18 07:57:27
DK230972996,DK8507497883,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-18 08:15:02
DK230983454,DK7292076361,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-18 08:52:53
DK230932238,DK4518871744,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2023-09-18 09:14:53
DK230933557,DK8370987661,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-18 09:33:23
DK230929507,DK7625464411,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-18 10:14:17
DK230915936,DK1104906255,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2023-09-18 12:16:17
DK230952808,DK1116402431,CO000003,TMSV9999,Unknown error result,,2023-09-18 12:59:46
DK230925236,DK6491309593,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2023-09-18 14:00:07
DK230929431,DK9677466102,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-18 14:03:17
DK230992012,DK7114223633,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-18 14:40:11
DK230910006,DK7462972995,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2023-09-18 14:40:12
DK230922318,DK7249213370,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2023-09-18 14:43:18
DK230912939,DK1083651970,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2023-09-18 15:11:14
DK230950636,DK7114223633,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-18 15:45:20
DK230944473,DK6288227800,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2023-09-18 16:25:23
DK230986833,DK9805620900,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2023-09-18 17:15:23
DK230964422,DK1083651970,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2023-09-18 17:18:00
DK230992288,DK4888749350,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-18 21:52:42
DK230957038,DK9421518487,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-19 06:32:14
DK230931599,DK3710566582,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-19 09:36:55
DK230911183,DK6923301988,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2023-09-19 11:00:00
DK230917268,DK5161807235,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-19 12:24:28
DK230987179,DK8588769565,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-19 13:59:00
DK230938169,DK8339176912,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-19 15:09:17
DK230917164,DK8664882079,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-19 15:11:14
DK230942553,DK8110054933,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2023-09-19 17:20:19
DK230976296,DK8995970241,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2023-09-19 19:38:42
DK230993414,DK4311931853,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2023-09-19 20:58:36
DK230955385,DK3710566582,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-20 04:55:07
DK230985234,DK3691864041,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-20 06:38:56
DK230954159,DK8377088167,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2023-09-20 08:21:07
DK230992468,DK8826851692,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-20 08:42:54
DK230978197,DK9285415473,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2023-09-20 09:43:32
DK230962628,DK8934927891,CO000002,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2023-09-20 09:46:12
DK230967024,DK7114223633,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-20 10:55:28
DK230937689,DK4332894265,CO000003,TMSV9999,Unknown error result,,2023-09-20 12:02:58
DK230961348,DK1546696950,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2023-09-20 14:04:08
DK230920737,DK8737025391,CO000002,TMSV9999,Unknown error result,,2023-09-20 14:09:47
DK230926681,DK7483366056,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-20 14:26:21
DK230972585,DK2452066459,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-20 14:48:16
DK230934785,DK4882343658,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-20 14:54:03
DK230996519,DK5033992825,CO000002,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2023-09-20 15:04:47
DK230928787,DK8377088167,CO000003,TMSV9999,Unknown error result,,2023-09-20 15:12:43
DK230986259,DK7099469983,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-20 15:33:40
DK230946539,DK6923301988,CO000002,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2023-09-20 18:26:23
DK230919079,DK7146318035,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2023-09-20 19:13:48
DK230981579,DK5570828113,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-20 21:42:25
DK230999900,DK8339176912,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-21 05:45:14
DK230927407,DK8588769565,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-21 06:06:47
DK230936011,DK9526836552,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-21 08:20:39
DK230928328,DK9805620900,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2023-09-21 08:43:26
DK230990861,DK2867302554,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-21 09:08:05
DK230943617,DK1470939445,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-21 09:14:15
DK230914746,DK6923206003,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2023-09-21 09:39:58
DK230927848,DK6242173772,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2023-09-21 11:16:31
DK230984539,DK7292076361,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2023-09-21 12:03:52
DK230977179,DK1667779376,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2023-09-21 12:07:20
DK230968200,DK1106456634,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-21 13:05:39
DK230985758,DK8763140509,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2023-09-21 13:37:56
DK230928153,DK2139027119,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2023-09-21 13:42:15
DK230955536,DK4712367625,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2023-09-21 13:54:26
DK230936688,DK2139027119,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-21 15:01:36
DK230990817,DK3376077463,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2023-09-21 15:16:59
DK230953931,DK3376077463,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-21 15:27:42
DK230981358,DK8879525611,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-21 15:28:10
DK230968423,DK6923206003,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-21 19:55:20
DK230995300,DK2566942273,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2023-09-21 22:18:10
DK230915115,DK3376077463,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-22 03:51:15
DK230922232,DK5837082260,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-22 06:24:43
DK230977384,DK7249213370,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-22 06:43:29
DK230915354,DK2625792787,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2023-09-22 07:59:34
DK230954314,DK7146318035,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-22 08:06:37
DK230941651,DK6204041308,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-22 08:16:54
DK230914033,DK4700855390,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2023-09-22 09:06:17
DK230948294,DK4993808565,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2023-09-22 12:43:07
DK230996426,DK4882343658,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-22 13:05:57
DK230916657,DK8531118333,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-22 13:34:23
DK230968850,DK5607762160,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-22 13:59:26
DK230922713,DK8982597239,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-22 14:08:18
DK230911288,DK8763140509,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-22 14:12:51
DK230953335,DK1676168421,CO000001,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2023-09-22 15:26:05
DK230972208,DK2227193073,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2023-09-22 16:28:01
DK230920241,DK9922723063,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-23 02:55:45
DK230982098,DK8235363119,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-23 09:56:19
DK230983635,DK4642197907,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2023-09-23 10:15:40
DK230955065,DK8168204967,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2023-09-23 10:36:10
DK230972643,DK8531118333,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-24 11:57:31
DK230999642,DK2566942273,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2023-09-25 05:55:15
DK230922952,DK3710566582,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-25 06:17:06
DK230943813,DK8934927891,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2023-09-25 08:14:14
DK230910023,DK4131356954,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2023-09-25 08:44:38
DK230917203,DK3196545325,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2023-09-25 08:50:03
DK230919243,DK8982597239,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2023-09-25 08:50:12
DK230966870,DK5284391408,CO000001,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2023-09-25 09:01:35
DK230942182,DK5693307665,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2023-09-25 09:10:27
DK230997589,DK4993808565,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2023-09-25 10:05:25
DK230991950,DK8854238082,CO000001,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2023-09-25 10:50:07
DK230976369,DK1106456634,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2023-09-25 11:03:12
DK230978730,DK2452066459,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2023-09-25 11:03:46
DK230964428,DK6317189421,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2023-09-25 11:17:35
DK230977688,DK7114223633,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2023-09-25 11:31:39
